school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,G3
GP,M,17,R,GT3,T,secundaria,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,no,no,Mala,Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,R,GT3,T,secundaria,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,no,Mala,Normal,Normal,Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,secundaria,secundaria,services,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,A,secundaria,secundaria,other,services,course,other,menos de quince min.,menos de dos horas,0,no,yes,no,yes,no,yes,yes,yes,Buena,Alto,Alto,Normal,Normal,Muy Malo,Bueno,Bueno,Regular
GP,F,16,R,GT3,T,4 grado,secundaria,other,services,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,no,yes,excelente,Alto,Muy Alto,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,A,4 grado,secundaria,other,other,course,other,menos de quince min.,menos de dos horas,0,no,yes,no,yes,no,yes,yes,yes,Muy Buena,Alto,Bajo,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,4 grado,secundaria,services,other,course,mother,menos de quince min.,menos de dos horas,2,no,no,no,no,yes,yes,no,yes,Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,5-9 grado,4 grado,teacher,teacher,course,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,R,GT3,T,4 grado,secundaria,other,other,course,mother,de quince min. a treinta min.,menos de dos horas,1,no,no,no,yes,yes,yes,yes,yes,Buena,Normal,Bajo,Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,GT3,T,5-9 grado,4 grado,teacher,services,course,father,de quince min. a treinta min.,menos de dos horas,0,yes,yes,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Muy Alto,Bajo,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,A,4 grado,secundaria,services,services,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,no,yes,no,yes,Mala,Normal,Muy Alto,Bajo,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,5-9 grado,4 grado,services,services,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Alto,Alto,Normal,Muy Alto,Muy Bueno,Regular,Regular,Bueno
GP,M,16,U,LE3,T,4 grado,secundaria,services,services,reputation,father,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Bajo,Muy Bajo,Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,5-9 grado,4 grado,teacher,services,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Muy Alto,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,LE3,T,4 grado,secundaria,home,at_home,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Bajo,Muy Bajo,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Regular
GP,M,17,U,GT3,T,4 grado,secundaria,other,other,home,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,4 grado,secundaria,other,services,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Mala,Bajo,Bajo,Normal,Normal,Muy Bueno,Muy Bueno,Regular,Regular
GP,F,15,U,LE3,A,4 grado,secundaria,home,other,home,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,yes,no,yes,yes,excelente,Bajo,Muy Alto,Muy Bajo,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,U,GT3,T,4 grado,secundaria,health,services,home,father,menos de quince min.,menos de dos horas,1,no,yes,no,no,yes,yes,yes,no,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Normal,Muy Bueno,Bueno,Bueno
GP,F,15,U,GT3,T,4 grado,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,no,Muy Buena,Muy Alto,Muy Alto,Alto,Alto,Muy Bueno,Insuficiente,Regular,Regular
GP,F,15,U,GT3,T,4 grado,secundaria,home,services,course,father,menos de quince min.,menos de dos horas,0,no,no,no,no,no,yes,no,yes,Buena,Normal,Bajo,Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,5-9 grado,4 grado,teacher,teacher,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,no,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,LE3,A,superior,superior,services,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,superior,superior,other,other,course,mother,menos de quince min.,de dos a cinco horas,2,no,no,no,no,yes,no,yes,yes,excelente,Normal,Normal,Muy Bajo,Alto,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,secundaria,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,1,no,no,no,yes,yes,yes,no,yes,excelente,Normal,Muy Alto,Muy Bajo,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,15,R,GT3,T,secundaria,secundaria,services,services,reputation,other,menos de quince min.,menos de dos horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Malo,Regular,Insuficiente,Regular
GP,M,19,U,GT3,T,secundaria,secundaria,services,at_home,home,mother,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,yes,no,yes,yes,Muy Buena,Normal,Muy Alto,Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,5-9 grado,4 grado,other,teacher,course,mother,menos de quince min.,de dos a cinco horas,0,yes,yes,no,no,yes,yes,no,yes,Muy Buena,Bajo,Normal,Muy Bajo,Muy Bajo,Normal,Bueno,Bueno,Muy Bueno
GP,M,15,R,GT3,T,superior,superior,home,services,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,yes,no,yes,yes,yes,yes,no,no,excelente,Muy Bajo,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,LE3,T,superior,superior,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,3,no,no,no,no,yes,yes,no,no,Muy Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Bueno,Bueno,Bueno
GP,F,18,R,GT3,T,superior,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,3,no,yes,no,yes,no,yes,no,no,Buena,Alto,Muy Alto,Bajo,Alto,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,superior,secundaria,home,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,no,yes,no,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Bueno,Muy Bueno
GP,M,16,U,GT3,T,superior,secundaria,other,services,course,father,menos de quince min.,de dos a cinco horas,1,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Bueno,Regular,Insuficiente,Insuficiente
GP,M,16,U,LE3,T,superior,secundaria,health,services,course,mother,menos de quince min.,menos de dos horas,2,no,no,no,no,no,yes,yes,no,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,LE3,T,superior,secundaria,home,other,course,mother,menos de quince min.,de dos a cinco horas,1,no,no,yes,yes,yes,no,yes,yes,Muy Buena,Alto,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,superior,secundaria,other,other,course,mother,menos de quince min.,de dos a cinco horas,2,yes,yes,no,no,yes,yes,yes,yes,Muy Buena,Alto,Alto,Alto,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,15,U,LE3,T,superior,secundaria,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,no,no,Buena,Alto,Alto,Muy Bajo,Alto,Muy Bueno,Regular,Regular,Insuficiente
GP,M,16,U,GT3,T,superior,secundaria,home,services,course,father,menos de quince min.,de dos a cinco horas,1,no,no,no,no,yes,no,yes,no,Muy Buena,Normal,Alto,Muy Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,LE3,T,superior,secundaria,other,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,no,no,yes,Muy Buena,Normal,Normal,Normal,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,superior,secundaria,services,services,course,mother,de quince min. a treinta min.,de dos a cinco horas,3,no,yes,no,yes,no,no,no,no,excelente,Bajo,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,secundaria,other,other,course,father,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,no,yes,no,Buena,Alto,Normal,Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,4 grado,health,services,home,father,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,yes,Muy Buena,Bajo,Normal,Muy Bajo,Bajo,Normal,Regular,Regular,Regular
GP,F,16,U,GT3,T,4 grado,superior,other,other,home,mother,mas de una hora,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,no,excelente,Alto,Bajo,Bajo,Normal,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,16,U,GT3,T,5-9 grado,4 grado,health,health,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,excelente,Normal,Normal,Bajo,Normal,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,superior,other,other,course,father,de quince min. a treinta min.,de dos a cinco horas,1,no,yes,no,yes,no,yes,yes,no,Muy Mala,Bajo,Bajo,Muy Bajo,Bajo,Muy Malo,Regular,Regular,Regular
GP,M,16,U,GT3,T,superior,superior,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Alto,Bajo,Normal,Bueno,Regular,Regular,Insuficiente
GP,M,17,U,LE3,T,5-9 grado,4 grado,teacher,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Normal,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Regular,Insuficiente
GP,F,16,U,GT3,T,4 grado,superior,home,services,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,no,yes,yes,yes,Muy Buena,Bajo,Normal,Muy Bajo,Bajo,Muy Bueno,Bueno,Bueno,Bueno
GP,F,16,U,LE3,T,4 grado,superior,other,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Normal,Normal,Muy Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,LE3,T,5-9 grado,4 grado,teacher,other,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,no,Buena,Muy Bajo,Normal,Muy Bajo,Muy Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,4 grado,superior,services,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,no,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Regular,Regular
GP,M,17,U,GT3,T,4 grado,superior,other,other,reputation,father,menos de quince min.,menos de dos horas,0,no,no,no,yes,no,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,5-9 grado,4 grado,teacher,services,other,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Alto,Alto,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,5-9 grado,4 grado,other,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,5-9 grado,4 grado,teacher,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Regular,Bueno,Bueno
GP,M,16,U,GT3,T,4 grado,superior,services,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Bueno,Bueno
GP,F,17,U,GT3,T,4 grado,superior,services,services,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,no,excelente,Bajo,Normal,Muy Bajo,Bajo,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
GP,F,17,U,LE3,T,4 grado,superior,other,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,Buena,Normal,Alto,Normal,Muy Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,4 grado,superior,other,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Bajo,Alto,Bajo,Normal,Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,17,U,GT3,T,superior,superior,services,services,other,mother,menos de quince min.,mas de diez horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Muy Alto,Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,U,GT3,T,superior,superior,services,services,other,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Alto,Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,16,U,LE3,T,superior,superior,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Normal,Muy Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,A,superior,superior,health,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,4 grado,secundaria,home,other,home,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,no,no,excelente,Normal,Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,4 grado,secundaria,services,services,course,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,no,excelente,Normal,Muy Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,4 grado,secundaria,home,services,course,mother,de treinta min. a una hora,mas de diez horas,0,no,no,no,yes,yes,yes,yes,no,Muy Buena,Alto,Normal,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,4 grado,secundaria,home,services,other,other,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,yes,no,yes,yes,no,Mala,Normal,Normal,Bajo,Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,GT3,T,4 grado,secundaria,services,services,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Mala,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Regular,Regular
GP,M,16,U,GT3,T,5-9 grado,secundaria,other,other,home,father,de treinta min. a una hora,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,LE3,T,5-9 grado,secundaria,services,services,course,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,5-9 grado,4 grado,services,teacher,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,16,R,LE3,T,superior,superior,teacher,other,home,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Normal,Muy Alto,Alto,Muy Alto,Normal,Regular,Regular,Regular
GP,F,17,U,GT3,T,5-9 grado,4 grado,services,teacher,home,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,yes,no,no,yes,yes,yes,no,Buena,Normal,Alto,Muy Bajo,Muy Bajo,Bueno,Regular,Regular,Bueno
GP,F,16,U,LE3,T,5-9 grado,4 grado,teacher,teacher,reputation,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,4 grado,health,other,home,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Bajo,Muy Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,superior,other,other,reputation,mother,de treinta min. a una hora,de dos a cinco horas,0,yes,yes,no,yes,yes,yes,no,no,Muy Buena,Alto,Alto,Muy Bajo,Normal,Muy Malo,Bueno,Bueno,Bueno
GP,F,17,U,GT3,T,5-9 grado,superior,other,other,course,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,yes,no,no,no,yes,no,no,Buena,Alto,Muy Alto,Bajo,Alto,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,R,GT3,T,4 grado,superior,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Buena,Bajo,Alto,Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,R,GT3,T,4 grado,superior,services,services,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,no,yes,yes,no,Buena,Normal,Normal,Muy Bajo,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,4 grado,superior,home,services,home,mother,de quince min. a treinta min.,de cinco a diez horas,1,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,A,4 grado,superior,services,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Bajo,Muy Alto,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,4 grado,teacher,other,other,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,4 grado,secundaria,home,other,home,mother,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,no,Mala,Normal,Muy Bajo,Muy Bajo,Muy Bajo,Normal,Muy Bueno,Muy Bueno,Muy Bueno
GP,F,17,R,GT3,T,5-9 grado,4 grado,teacher,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,Buena,Normal,Normal,Muy Alto,Muy Alto,Bueno,Regular,Regular,Regular
GP,F,19,U,GT3,T,4 grado,secundaria,other,other,reputation,other,de treinta min. a una hora,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Regular,Bueno
GP,M,17,U,LE3,T,5-9 grado,4 grado,services,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,A,4 grado,superior,other,other,reputation,mother,de treinta min. a una hora,de dos a cinco horas,0,yes,yes,no,no,yes,yes,yes,no,excelente,Normal,Alto,Muy Bajo,Normal,Normal,Muy Bueno,Bueno,Bueno
GP,M,18,U,GT3,T,4 grado,superior,services,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Normal,Normal,Regular,Insuficiente,Regular
GP,F,17,R,LE3,T,5-9 grado,4 grado,services,other,other,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,no,Muy Buena,Normal,Bajo,Alto,Muy Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,LE3,T,4 grado,superior,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,no,Buena,Bajo,Normal,Muy Bajo,Bajo,Normal,Regular,Insuficiente,Regular
GP,F,17,U,GT3,T,5-9 grado,4 grado,other,other,reputation,mother,mas de una hora,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,yes,Buena,Bajo,Normal,Muy Bajo,Bajo,Normal,Regular,Regular,Bueno
GP,M,18,U,LE3,T,4 grado,superior,services,health,home,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,4 grado,superior,home,other,home,father,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,no,no,Muy Buena,Muy Alto,Muy Alto,Muy Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,4 grado,superior,home,at_home,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Bajo,Alto,Bajo,Alto,Muy Malo,Bueno,Regular,Regular
GP,F,17,R,GT3,T,4 grado,superior,home,services,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,5-9 grado,superior,home,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,yes,excelente,Normal,Normal,Muy Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,16,U,GT3,T,5-9 grado,superior,services,teacher,other,mother,de quince min. a treinta min.,de dos a cinco horas,0,yes,no,no,no,yes,yes,yes,no,Muy Buena,Alto,Bajo,Muy Alto,Muy Alto,Bueno,Bueno,Regular,Regular
GP,M,18,U,GT3,T,5-9 grado,superior,other,other,home,mother,de quince min. a treinta min.,menos de dos horas,3,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Regular,Regular
GP,F,16,U,GT3,T,5-9 grado,4 grado,teacher,services,home,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,no,yes,yes,no,Mala,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Insuficiente,Insuficiente
GP,F,18,R,GT3,T,5-9 grado,superior,other,other,reputation,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,no,no,yes,yes,yes,yes,yes,excelente,Muy Alto,Alto,Normal,Muy Alto,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,5-9 grado,superior,other,other,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,no,yes,yes,no,Mala,Muy Alto,Muy Alto,Muy Bajo,Alto,Muy Bueno,Regular,Regular,Regular
GP,M,17,U,LE3,T,5-9 grado,superior,services,services,reputation,father,de treinta min. a una hora,menos de dos horas,0,no,yes,no,no,no,yes,yes,no,Buena,Normal,Normal,Bajo,Normal,Bueno,Insuficiente,Insuficiente,Regular
GP,M,18,U,LE3,T,5-9 grado,superior,home,other,course,mother,menos de quince min.,menos de dos horas,0,yes,yes,no,yes,yes,yes,yes,yes,excelente,Alto,Muy Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,A,5-9 grado,secundaria,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,excelente,Normal,Bajo,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Regular
GP,F,17,U,LE3,T,5-9 grado,4 grado,health,other,reputation,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,4 grado,secundaria,other,other,course,father,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,17,U,GT3,T,5-9 grado,4 grado,teacher,teacher,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,yes,yes,no,yes,yes,yes,yes,yes,excelente,Bajo,Bajo,Muy Bajo,Muy Bajo,Malo,Regular,Regular,Regular
GP,M,16,U,GT3,T,5-9 grado,4 grado,health,other,reputation,father,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Alto,Muy Alto,Muy Alto,Muy Alto,Muy Malo,Insuficiente,Insuficiente,Insuficiente
